Category,lat,lon,Part of month,Observation Date,Impacted Area (ha),Country,Location Name,Data updated on
ControlREV,2.17333333333333,35.79,Early,2020-06-08,10.0,Kenya,"Turkana county,turka",Tue Feb  1 16:04:44 2022
Band,2.9125,35.3602777777778,Middle,2020-06-12,1.5,Kenya,lockup,Tue Feb  1 16:04:44 2022
Swarm,1.57194444444444,39.5433333333333,Middle,2021-01-15,100.0,Kenya,wajir south,Tue Feb  1 16:04:44 2022
Swarm,-0.744444444444444,37.6488888888889,Middle,2021-02-13,20.0,Kenya,Embu County,Tue Feb  1 16:04:44 2022
Swarm,0.0672222222222222,36.8930555555556,Middle,2021-02-17,100.0,Kenya,unkown,Tue Feb  1 16:04:44 2022
Swarm,-2.49694444444444,40.4577777777778,Early,2020-12-03,100.0,Kenya,Tana River,Tue Feb  1 16:04:44 2022
Band,2.57611111111111,37.0827777777778,Middle,2020-06-14,1.0,Kenya,Marsabit county_ non,Tue Feb  1 16:04:44 2022
Hopper,1.95833333333333,36.0247222222222,Late,2020-06-20,8.0,Kenya,moru angichomin turk,Tue Feb  1 16:04:44 2022
Band,2.8175000000000523,35.200000000000045,Late,2020-05-25,60.0,Kenya,Turkana County loima,Tue Feb  1 16:04:44 2022
Swarm,0.686944444000062,37.63111111100005,Late,2020-04-24,150.0,Kenya,Samburu,Tue Feb  1 16:04:44 2022
Swarm,0.946666667000045,36.763611111000046,Middle,2020-04-16,900.0,Kenya,Laikipia,Tue Feb  1 16:04:44 2022
ControlREV,-1.25222222222222,37.7588888888889,Early,2021-02-28,10.0,Kenya,Kitui County,Tue Feb  1 16:04:44 2022
Adult,-1.18666666666667,39.8322222222222,Middle,2020-11-17,1500.0,Kenya,Tana River County,Tue Feb  1 16:04:44 2022
ControlREV,3.09166666666667,35.6386111111111,Early,2020-06-06,1.0,Kenya,Turkana County,Tue Feb  1 16:04:44 2022
Adult,2.3475,35.6766666666667,Middle,2020-06-14,30.0,Kenya,"Turkana county, Loki",Tue Feb  1 16:04:44 2022
Swarm,3.43055555555556,37.2113888888889,Early,2021-01-06,100.0,Kenya,Kalacha  spent at El,Tue Feb  1 16:04:44 2022
Swarm,2.72416666666667,37.5705555555556,Middle,2021-01-19,250.0,Kenya,Salbi desert Marsabi,Tue Feb  1 16:04:44 2022
Swarm,0.0472222222222222,37.1352777777778,Early,2021-02-05,10000.0,Kenya,Laikipia County uman,Tue Feb  1 16:04:44 2022
Band,2.66944444444444,37.0722222222222,Early,2020-06-01,2.0,Kenya,Marsabit County Ngel,Tue Feb  1 16:04:44 2022
Adult,2.83305555555556,37.2577777777778,Late,2020-06-25,200.0,Kenya,Marsabit County Lagg,Tue Feb  1 16:04:44 2022
Adult,3.09694444444444,37.385,Late,2020-06-24,0.8,Kenya,erenderi kalacha mar,Tue Feb  1 16:04:44 2022
Hopper,3.76666666666667,37.2827777777778,Early,2020-06-09,4.0,Kenya,Balesa location nort,Tue Feb  1 16:04:44 2022
Hopper,2.24277777777778,35.7463888888889,Middle,2020-06-11,5.0,Kenya,lotiman kochodin War,Tue Feb  1 16:04:44 2022
Swarm,2.26944444444444,35.7338888888889,Middle,2020-06-12,250.0,Kenya,"lomunyobongi, kochod",Tue Feb  1 16:04:44 2022
Swarm,2.2605555560000425,36.83472222200004,Middle,2020-05-20,15.0,Kenya,LOONJORIN-NTALETIANI,Tue Feb  1 16:04:44 2022
Adult,2.33388888888889,35.6930555555556,Middle,2020-06-13,60.0,Kenya,kapese location Ekal,Tue Feb  1 16:04:44 2022
Adult,-1.81222222222222,38.4313888888889,Middle,2020-11-17,0.5,Kenya,Kitui County,Tue Feb  1 16:04:44 2022
Adult,-0.986666666666667,38.7686111111111,Early,2021-02-02,96.0,Kenya,Kitui County,Tue Feb  1 16:04:44 2022
Swarm,0.498611111111111,38.3055555555556,Early,2021-02-02,80.0,Kenya,Isiolo County,Tue Feb  1 16:04:44 2022
Band,2.33527777777778,35.6847222222222,Early,2020-06-08,100.0,Kenya,kapese location  ( A,Tue Feb  1 16:04:44 2022
Adult,2.2725,35.7277777777778,Late,2020-06-23,500.0,Kenya,kauluchelem kochodin,Tue Feb  1 16:04:44 2022
Swarm,1.18194444444444,36.1027777777778,Late,2020-07-20,50.0,Kenya,Turkana County,Tue Feb  1 16:04:44 2022
Swarm,0.6833333330000642,39.683333333000064,Early,2020-01-05,200.0,Kenya,Dulgub,Tue Feb  1 16:04:44 2022
Band,2.88583333333333,37.2186111111111,Middle,2020-06-18,5.0,Kenya,Marsabit  County _Ol,Tue Feb  1 16:04:44 2022
Adult,2.55944444444444,35.3680555555556,Early,2020-07-05,5.0,Kenya,Turkana County Naipa,Tue Feb  1 16:04:44 2022
Adult,4.1625,34.4105555555556,Late,2020-07-28,5.0,Kenya,Turkana County,Tue Feb  1 16:04:44 2022
Hopper,2.23333333333333,35.7358333333333,Middle,2020-06-18,500.0,Kenya,"nakipomea, kochodin",Tue Feb  1 16:04:44 2022
Band,2.26027777777778,35.7436111111111,Middle,2020-06-14,50.0,Kenya,kalouchelem kochodin,Tue Feb  1 16:04:44 2022
ControlREV,3.13083333333333,35.4388888888889,Middle,2020-06-10,1.5,Kenya,Turkana County loche,Tue Feb  1 16:04:44 2022
Hopper,2.49972222222222,37.6063888888889,Middle,2020-06-16,5.0,Kenya,marsabit county dakh,Tue Feb  1 16:04:44 2022
Swarm,2.36555555555556,35.6419444444444,Late,2020-06-23,120.0,Kenya,lokitoliwo,Tue Feb  1 16:04:44 2022
Swarm,3.13611111111111,37.4286111111111,Late,2020-06-24,1.0,Kenya,Manyatta Duke phase,Tue Feb  1 16:04:44 2022
Swarm,0.1500000000000341,37.36666666700006,Middle,2020-03-11,100.0,Kenya,Ngare ndare forest a,Tue Feb  1 16:04:44 2022
Swarm,2.352222222000023,36.93777777800005,Late,2020-04-23,4.0,Kenya,Marsabit,Tue Feb  1 16:04:44 2022
ControlREV,1.0213888890000362,37.25055555600005,Late,2020-03-22,42.0,Kenya,Samburu,Tue Feb  1 16:04:44 2022
Band,3.12083333333333,37.4297222222222,Early,2020-06-05,2.0,Kenya,Taka Ballo kalacha-m,Tue Feb  1 16:04:44 2022
Band,2.18972222222222,35.8147222222222,Middle,2020-06-16,200.0,Kenya,"Turkana county, turk",Tue Feb  1 16:04:44 2022
Hopper,3.12861111111111,37.4272222222222,Middle,2020-06-17,1.5,Kenya,kalacha at thololo a,Tue Feb  1 16:04:44 2022
Swarm,3.52666666666667,39.06,Late,2020-12-29,1.0,Kenya,somaremarsabit count,Tue Feb  1 16:04:44 2022
Adult,3.18833333333333,36.9208333333333,Late,2020-06-28,9.0,Kenya,Marsabit County -El,Tue Feb  1 16:04:44 2022
Hopper,3.14805555555556,36.8258333333333,Middle,2020-06-11,0.1,Kenya,barambate marsabit c,Tue Feb  1 16:04:44 2022
ControlREV,2.23888888888889,35.7283333333333,Middle,2020-06-17,150.0,Kenya,"Turkana county,turka",Tue Feb  1 16:04:44 2022
Adult,3.13888888888889,36.8216666666667,Late,2020-06-21,0.2,Kenya,marsabit county Nort,Tue Feb  1 16:04:44 2022
Swarm,1.5833333330000414,37.83333333300004,Early,2020-02-07,100.0,Kenya,Laisamis town,Tue Feb  1 16:04:44 2022
Swarm,1.8333333330000412,37.183333333000064,Middle,2020-03-20,202.343,Kenya,Loltepes,Tue Feb  1 16:04:44 2022
Adult,2.5325,39.8738888888889,Late,2020-11-29,25.0,Kenya,Wajir County sarman,Tue Feb  1 16:04:44 2022
Swarm,3.16944444444444,36.9297222222222,Late,2020-06-21,34.0,Kenya,"Marsabit County, elb",Tue Feb  1 16:04:44 2022
Swarm,2.32,38.0219444444444,Middle,2021-01-17,6.0,Kenya,Marsabit Countywako,Tue Feb  1 16:04:44 2022
Swarm,-0.908611111111111,37.8116666666667,Early,2021-02-09,15.0,Kenya,Machakos County,Tue Feb  1 16:04:44 2022
Swarm,-0.941944444444444,38.9777777777778,Early,2021-02-02,19.0,Kenya,Tana River County,Tue Feb  1 16:04:44 2022
ControlREV,2.46861111111111,40.6294444444444,Early,2020-12-02,100.0,Kenya,kutulo mandera,Tue Feb  1 16:04:44 2022
Hopper,1.97138888888889,36.0738888888889,Late,2020-06-22,4.0,Kenya,kidewa turkana East.,Tue Feb  1 16:04:44 2022
ControlREV,2.92194444444444,36.5636111111111,Early,2020-06-05,4.0,Kenya,Nakamasune big,Tue Feb  1 16:04:44 2022
ControlREV,2.38388888888889,35.6408333333333,Middle,2020-06-15,0.002,Kenya,lokichar RCEA lagaa2,Tue Feb  1 16:04:44 2022
Adult,3.13361111111111,37.4211111111111,Early,2020-06-09,1.1,Kenya,tokuma resort kalach,Tue Feb  1 16:04:44 2022
Swarm,0.9669444440000348,37.45888888900004,Late,2020-04-25,5.0,Kenya,Samburu,Tue Feb  1 16:04:44 2022
Swarm,0.9461111110000502,37.26944444400005,Middle,2020-04-13,15.0,Kenya,Samburu,Tue Feb  1 16:04:44 2022
Swarm,0.8163888890000521,36.98055555600007,Early,2020-04-03,200.0,Kenya,Lengei Samburu count,Tue Feb  1 16:04:44 2022
Swarm,3.09638888888889,37.4091666666667,Early,2020-07-01,1.0,Kenya,Marsabit county kala,Tue Feb  1 16:04:44 2022
Adult,3.12944444444444,37.4269444444444,Late,2020-06-22,0.3,Kenya,"Wilaya ya Marsabit,k",Tue Feb  1 16:04:44 2022
Hopper,3.14972222222222,36.8319444444444,Early,2020-06-01,1.0,Kenya,barambate marsabit c,Tue Feb  1 16:04:44 2022
Hopper,3.302500000000066,37.03027777800003,Late,2020-05-27,1.0,Kenya,"BURRA, NORTH HORR, M",Tue Feb  1 16:04:44 2022
Swarm,1.09222222222222,37.5702777777778,Middle,2021-01-19,100.0,Kenya,Soit eltinga sereoli,Tue Feb  1 16:04:44 2022
Swarm,2.32194444444444,37.9955555555556,Early,2021-02-01,100.0,Kenya,Marsabit County,Tue Feb  1 16:04:44 2022
Swarm,0.512222222222222,35.8602777777778,Late,2021-02-25,20.0,Kenya,Baringo Countykibing,Tue Feb  1 16:04:44 2022
Swarm,-0.562777777777778,36.6272222222222,Middle,2021-03-10,100.0,Kenya,unkown,Tue Feb  1 16:04:44 2022
Swarm,2.70472222222222,36.7075,Middle,2020-07-12,40.0,Kenya,yomo-Marsabit,Tue Feb  1 16:04:44 2022
Swarm,2.905,34.7975,Early,2020-07-06,30.0,Kenya,turkana county loima,Tue Feb  1 16:04:44 2022
Swarm,-1.099999999999966,37.11666666700006,Late,2020-02-21,100.0,Kenya,Munyu,Tue Feb  1 16:04:44 2022
Hopper,3.342222222000032,35.23861111100007,Middle,2020-05-20,136.0,Kenya,Turkana County sub,Tue Feb  1 16:04:44 2022
Band,0.543055555555556,38.73,Middle,2021-01-16,400.0,Kenya,garissaBenane ward,Tue Feb  1 16:04:44 2022
ControlREV,2.39416666666667,35.7038888888889,Middle,2020-06-14,2.0,Kenya,kapese location ( ik,Tue Feb  1 16:04:44 2022
Hopper,2.87694444444444,37.2375,Early,2020-06-05,2.0,Kenya,Marsabit County_Ollo,Tue Feb  1 16:04:44 2022
Swarm,3.14888888888889,36.8247222222222,Late,2020-06-25,6.0,Kenya,Marsabit county Nort,Tue Feb  1 16:04:44 2022
Swarm,1.24611111111111,36.7191666666667,Middle,2021-02-19,100.0,Kenya,samburu county,Tue Feb  1 16:04:44 2022
Swarm,-0.898055555555556,36.5916666666667,Middle,2021-02-18,250.0,Kenya,Baringo County beriy,Tue Feb  1 16:04:44 2022
Adult,2.65277777777778,36.6925,Late,2020-06-29,5.0,Kenya,"marsabit county,loiy",Tue Feb  1 16:04:44 2022
ControlREV,-2.54666666666667,40.5683333333333,Middle,2020-12-10,6.0,Kenya,Tana River County,Tue Feb  1 16:04:44 2022
Band,3.19,36.9338888888889,Early,2020-06-05,8.0,Kenya,Marsabit County - El,Tue Feb  1 16:04:44 2022
Adult,2.63305555555556,36.2580555555556,Middle,2020-06-16,0.5,Kenya,"Kangirisae, Adung, k",Tue Feb  1 16:04:44 2022
Adult,3.13111111111111,37.4202777777778,Middle,2020-06-16,1.0,Kenya,kalacha dump site-ma,Tue Feb  1 16:04:44 2022
Swarm,0.214444444000037,37.46333333300004,Early,2020-04-01,35.0,Kenya,Naisunyai,Tue Feb  1 16:04:44 2022
ControlREV,0.9394444440000598,37.23277777800007,Late,2020-03-22,250.0,Kenya,Samburu,Tue Feb  1 16:04:44 2022
Adult,-2.5275,40.1166666666667,Early,2020-12-01,2.0,Kenya,Tana River County,Tue Feb  1 16:04:44 2022
Adult,3.07666666666667,36.8633333333333,Late,2020-06-23,11.0,Kenya,"Marsabit county, quu",Tue Feb  1 16:04:44 2022
Swarm,2.34222222222222,35.6844444444444,Early,2020-06-07,200.0,Kenya,kapese location ( Ay,Tue Feb  1 16:04:44 2022
Swarm,0.978611111111111,37.3252777777778,Middle,2021-01-11,1.0,Kenya,Samburu County,Tue Feb  1 16:04:44 2022
Swarm,-1.00583333333333,37.9261111111111,Late,2021-02-23,40.0,Kenya,Kitui County Mwingi,Tue Feb  1 16:04:44 2022
Swarm,-0.92,37.91,Late,2021-02-24,10.0,Kenya,Kitui County,Tue Feb  1 16:04:44 2022
Band,3.17472222222222,36.9338888888889,Early,2020-06-07,4.0,Kenya,Marsabit County - El,Tue Feb  1 16:04:44 2022
ControlREV,3.61333333333333,37.3372222222222,Late,2020-06-21,1.0,Kenya,Balesa,Tue Feb  1 16:04:44 2022
Band,2.28527777777778,35.8125,Middle,2020-06-14,50.0,Kenya,"kaimengur, kochodin",Tue Feb  1 16:04:44 2022
Swarm,0.481666666666667,35.7997222222222,Middle,2021-03-16,50.0,Kenya,Baringo countykaramb,Tue Feb  1 16:04:44 2022
Swarm,3.32222222222222,37.0694444444445,Late,2020-06-23,4.0,Kenya,"Malabot locations,Go",Tue Feb  1 16:04:44 2022
Swarm,0.8000000000000682,36.96666666700003,Middle,2020-02-12,100.0,Kenya,Lengei,Tue Feb  1 16:04:44 2022
Band,2.27111111111111,35.7638888888889,Late,2020-06-21,50.0,Kenya,napemin:turkana east,Tue Feb  1 16:04:44 2022
ControlREV,-0.9425,37.6833333333333,Middle,2021-02-10,6.0,Kenya,Machakos County,Tue Feb  1 16:04:44 2022
Hopper,2.8775000000000546,36.70666666700004,Late,2020-05-29,2.0,Kenya,komote lamga,Tue Feb  1 16:04:44 2022
Band,2.97138888888889,35.9058333333333,Middle,2020-06-10,50.0,Kenya,Turkana,Tue Feb  1 16:04:44 2022
Swarm,1.70444444444444,40.4833333333333,Early,2021-01-02,100.0,Kenya,unkown,Tue Feb  1 16:04:44 2022
Swarm,1.97361111111111,38.0275,Early,2021-02-03,100.0,Kenya,Marsabit,Tue Feb  1 16:04:44 2022
Swarm,-0.941666666666667,37.6141666666667,Middle,2021-02-11,200.0,Kenya,machakos county masi,Tue Feb  1 16:04:44 2022
ControlREV,2.75833333333333,35.14,Late,2020-06-24,0.25,Kenya,"Loima,Lobei/Kotaruk",Tue Feb  1 16:04:44 2022
Band,1.95694444444444,36.0394444444444,Late,2020-06-22,5.0,Kenya,nakatongwa in turkan,Tue Feb  1 16:04:44 2022
Hopper,3.09722222222222,36.8811111111111,Middle,2020-06-11,7.8,Kenya,konon tesso ibrae,Tue Feb  1 16:04:44 2022
Swarm,-2.90833333333333,40.0541666666667,Early,2021-01-31,3.0,Kenya,Ramada location Kavi,Tue Feb  1 16:04:44 2022
Adult,1.06777777777778,36.6111111111111,Middle,2021-04-13,20.0,Kenya,Samburu County,Tue Feb  1 16:04:44 2022
Swarm,1.71444444444444,36.2552777777778,Early,2020-06-08,2.0,Kenya,"KAMUGE LOCATION,TURK",Tue Feb  1 16:04:44 2022
Swarm,0.8333333330000414,36.96666666700003,Middle,2020-04-20,100.0,Kenya,Samburu area Sprayed,Tue Feb  1 16:04:44 2022
Swarm,2.34805555600002,36.871944444000064,Early,2020-04-09,4.0,Kenya,Samburu,Tue Feb  1 16:04:44 2022
Band,3.10416666666667,35.6288888888889,Middle,2020-06-16,15.0,Kenya,Kanamkemer ward-Napu,Tue Feb  1 16:04:44 2022
Band,2.53333333333333,36.8161111111111,Early,2020-06-01,0.5,Kenya,Marsabit county-Sari,Tue Feb  1 16:04:44 2022
Swarm,0.4,36.7033333333333,Middle,2021-01-18,100.0,Kenya,unkown,Tue Feb  1 16:04:44 2022
Swarm,-1.24361111111111,37.3216666666667,Middle,2021-02-12,10.0,Kenya,Machakos County Tala,Tue Feb  1 16:04:44 2022
Swarm,1.08361111111111,37.3691666666667,Late,2021-02-24,100.0,Kenya,unkown,Tue Feb  1 16:04:44 2022
Band,2.74,36.7230555555556,Early,2020-06-03,50.0,Kenya,"Marsabit County, Loi",Tue Feb  1 16:04:44 2022
Band,3.07472222222222,36.8452777777778,Early,2020-05-31,10.0,Kenya,elborumagado,Tue Feb  1 16:04:44 2022
Band,2.40361111111111,36.0477777777778,Late,2020-06-25,9.0,Kenya,Areman farms in turk,Tue Feb  1 16:04:44 2022
Band,3.2072222220000413,35.65638888900003,Late,2020-05-29,20.0,Kenya,"Turkana Central,  To",Tue Feb  1 16:04:44 2022
Band,3.2605555560000425,37.003611111000055,Late,2020-05-25,500.0,Kenya,El isako malla 2,Tue Feb  1 16:04:44 2022
Swarm,2.91333333333333,35.2766666666667,Late,2020-06-24,50.0,Kenya,Turkana County; Turk,Tue Feb  1 16:04:44 2022
Swarm,1.866666667000061,36.56666666700005,Middle,2020-04-19,100.0,Kenya,Terter,Tue Feb  1 16:04:44 2022
Adult,2.61361111111111,36.2352777777778,Early,2020-06-09,120.0,Kenya,"Lokabuk, Kangirisia,",Tue Feb  1 16:04:44 2022
Band,2.26111111111111,35.7641666666667,Late,2020-06-22,50.0,Kenya,"Napemin, kochodin Wa",Tue Feb  1 16:04:44 2022
Band,3.67055555555556,37.3213888888889,Middle,2020-06-10,1.0,Kenya,Balesa,Tue Feb  1 16:04:44 2022
Hopper,3.20805555555556,35.645,Middle,2020-06-19,7.0,Kenya,Turkana central- aka,Tue Feb  1 16:04:44 2022
Swarm,-1.51944444444444,38.3166666666667,Early,2021-02-02,7.0,Kenya,kitui county kitui E,Tue Feb  1 16:04:44 2022
Band,2.8425,35.0430555555556,Early,2020-06-09,250.0,Kenya,turkana county loima,Tue Feb  1 16:04:44 2022
Adult,0.1286111110000547,37.71861111100003,Early,2020-03-10,10.0,Kenya,Kunene,Tue Feb  1 16:04:44 2022
ControlREV,0.4666666670000268,37.28333333300003,Late,2020-01-22,250.0,Kenya,Kipsing II,Tue Feb  1 16:04:44 2022
Swarm,1.09583333300003,36.69944444400005,Early,2020-05-05,0.5,Kenya,Samburu,Tue Feb  1 16:04:44 2022
Swarm,2.900000000000034,36.78333333300003,Late,2020-01-23,100.0,Kenya,No name,Tue Feb  1 16:04:44 2022
Swarm,-0.0999999999999659,36.66666666700007,Late,2020-02-25,100.0,Kenya,Near Kariguini,Tue Feb  1 16:04:44 2022
ControlREV,1.04694444444444,39.3519444444444,Middle,2021-01-12,100.0,Kenya,unkown,Tue Feb  1 16:04:44 2022
ControlREV,3.12722222222222,37.4255555555556,Middle,2020-06-17,0.2,Kenya,Around kalacha mosqu,Tue Feb  1 16:04:44 2022
Hopper,3.14972222222222,36.8236111111111,Early,2020-05-31,0.5,Kenya,Barambate marsabit c,Tue Feb  1 16:04:44 2022
Swarm,0.145,37.5527777777778,Late,2021-02-26,40.0,Kenya,Runyenye village Kii,Tue Feb  1 16:04:44 2022
Swarm,-0.109166666666667,37.0519444444444,Late,2021-02-23,100.0,Kenya,unkown,Tue Feb  1 16:04:44 2022
Band,1.951388889000043,36.03027777800003,Late,2020-05-29,150.0,Kenya,katilia,Tue Feb  1 16:04:44 2022
Band,3.099444444000028,35.60833333300008,Late,2020-05-31,100.0,Kenya,"TURKANA COUNTY, Turk",Tue Feb  1 16:04:44 2022
ControlREV,2.33666666666667,35.6813888888889,Middle,2020-06-16,2.0,Kenya,Lokichar location (,Tue Feb  1 16:04:44 2022
Swarm,3.12138888888889,37.4175,Late,2020-06-21,1.0,Kenya,Kalacha goda kalacha,Tue Feb  1 16:04:44 2022
Swarm,2.25222222222222,36.8719444444444,Late,2020-06-25,200.0,Kenya,Samburu County-Loonj,Tue Feb  1 16:04:44 2022
Swarm,2.38888888888889,35.78,Middle,2020-06-10,5.0,Kenya,Kalapata location (,Tue Feb  1 16:04:44 2022
Swarm,0.6333333330000528,36.96666666700003,Middle,2020-04-17,100.0,Kenya,Oldonyiro Sprayed,Tue Feb  1 16:04:44 2022
Swarm,3.124444444000062,36.84777777800008,Middle,2020-05-14,1000.0,Kenya,barambate marsabit c,Tue Feb  1 16:04:44 2022
Swarm,3.3500000000000227,39.183333333000064,Middle,2020-01-12,100.0,Kenya,Dirdima area,Tue Feb  1 16:04:44 2022
Band,2.67083333333333,37.0722222222222,Early,2020-06-01,2.0,Kenya,"Ngelechimani, Marsab",Tue Feb  1 16:04:44 2022
Hopper,3.1211111110000616,37.41416666700008,Late,2020-05-28,1.0,Kenya,Kalacha Godha,Tue Feb  1 16:04:44 2022
ControlREV,2.30361111111111,35.6425,Middle,2020-06-18,0.003,Kenya,lokichar kamarese,Tue Feb  1 16:04:44 2022
Adult,2.34388888888889,35.6911111111111,Middle,2020-06-14,30.0,Kenya,"Turkana County, loki",Tue Feb  1 16:04:44 2022
Swarm,-1.33472222222222,37.9833333333333,Middle,2021-02-13,20.0,Kenya,Kitui County Kyangwi,Tue Feb  1 16:04:44 2022
Swarm,-1.07,37.8402777777778,Late,2021-02-24,90.0,Kenya,Kitui County nzalae,Tue Feb  1 16:04:44 2022
ControlREV,3.32222222222222,37.0694444444445,Early,2020-07-03,6.0,Kenya,Marsabit County-El.i,Tue Feb  1 16:04:44 2022
ControlREV,2.72916666666667,36.7122222222222,Late,2020-06-25,2.0,Kenya,Marsabit County,Tue Feb  1 16:04:44 2022
ControlREV,2.14833333333333,35.7863888888889,Middle,2020-06-16,50.0,Kenya,lotikosikiria,Tue Feb  1 16:04:44 2022
Swarm,0.6333333330000528,37.16666666700007,Middle,2020-03-18,7200.0,Kenya,Lenguruma,Tue Feb  1 16:04:44 2022
Swarm,0.6944444440000552,37.02222222200004,Early,2020-04-06,200.0,Kenya,Isiolo County,Tue Feb  1 16:04:44 2022
Band,2.20694444444444,35.7755555555556,Early,2020-06-07,3.0,Kenya,ngiburin turkana eas,Tue Feb  1 16:04:44 2022
Band,2.36388888888889,35.645,Late,2020-06-20,150.0,Kenya,nganomata,Tue Feb  1 16:04:44 2022
Swarm,3.15027777777778,36.8258333333333,Middle,2020-06-17,0.2,Kenya,barambate,Tue Feb  1 16:04:44 2022
Swarm,0.665277777777778,37.1533333333333,Middle,2021-01-13,100.0,Kenya,mlima tatu lenguruma,Tue Feb  1 16:04:44 2022
Band,2.46972222222222,35.6502777777778,Middle,2020-06-11,3.0,Kenya,loperot,Tue Feb  1 16:04:44 2022
Band,1.95166666666667,36.0302777777778,Middle,2020-06-19,3.0,Kenya,"nakalilimo.turkana,",Tue Feb  1 16:04:44 2022
ControlREV,3.60944444444444,37.345,Early,2020-06-09,2.0,Kenya,"dosa afurtole,Balesa",Tue Feb  1 16:04:44 2022
Hopper,2.59194444444444,37.0813888888889,Early,2020-06-07,1.0,Kenya,marsabit county oltu,Tue Feb  1 16:04:44 2022
ControlREV,3.12944444444444,37.43,Early,2020-06-06,1.0,Kenya,manyatta duke 1 kala,Tue Feb  1 16:04:44 2022
Band,0.7322222220000754,35.51638888900004,Late,2020-02-26,5.0,Kenya,Kapkonga,Tue Feb  1 16:04:44 2022
ControlREV,0.3833333330000528,37.33333333300004,Late,2020-01-21,250.0,Kenya,Ingwesi,Tue Feb  1 16:04:44 2022
Band,3.108611111000073,35.597500000000025,Late,2020-05-27,200.0,Kenya,"Turkana County,Naoti",Tue Feb  1 16:04:44 2022
Swarm,3.14833333333333,36.8225,Late,2020-06-24,8.0,Kenya,marsabit county Nort,Tue Feb  1 16:04:44 2022
Swarm,3.8333333330000414,41.16666666700007,Late,2020-01-29,100.0,Kenya,Mandera,Tue Feb  1 16:04:44 2022
Band,2.75472222222222,36.7180555555556,Early,2020-06-07,2.0,Kenya,Mqarsabit County. lo,Tue Feb  1 16:04:44 2022
Band,3.06305555555556,36.8305555555556,Early,2020-06-01,0.7,Kenya,gas wells,Tue Feb  1 16:04:44 2022
Adult,3.07166666666667,36.8525,Late,2020-06-20,30.0,Kenya,Marsabit Gas Loc,Tue Feb  1 16:04:44 2022
Band,2.4825,37.5425,Early,2020-06-01,2.0,Kenya,marsabit county _Nge,Tue Feb  1 16:04:44 2022
Swarm,2.99527777777778,39.3147222222222,Late,2021-01-29,200.0,Kenya,korondille,Tue Feb  1 16:04:44 2022
Swarm,-1.69972222222222,37.6363888888889,Late,2021-02-27,50.0,Kenya,Makueni County Muvui,Tue Feb  1 16:04:44 2022
Band,3.23361111111111,37.025,Middle,2020-06-15,50.0,Kenya,Marsabit Goricha Nor,Tue Feb  1 16:04:44 2022
Band,3.02388888888889,37.3086111111111,Early,2020-06-01,20.0,Kenya,Marsabit County-Kala,Tue Feb  1 16:04:44 2022
ControlREV,3.32527777777778,37.0686111111111,Late,2020-06-23,7.0,Kenya,lag illamah_north ho,Tue Feb  1 16:04:44 2022
ControlREV,-2.90416666666667,40.1036111111111,Middle,2021-01-17,2.0,Kenya,Kilifi County,Tue Feb  1 16:04:44 2022
Band,3.32666666666667,37.0680555555556,Early,2020-06-06,2.0,Kenya,korka,Tue Feb  1 16:04:44 2022
Swarm,1.38388888888889,40.2480555555556,Late,2021-01-29,400.0,Kenya,Wajir County,Tue Feb  1 16:04:44 2022
Swarm,0.548611111111111,38.0755555555556,Middle,2021-01-16,100.0,Kenya,Isiolo County,Tue Feb  1 16:04:44 2022
Swarm,0.274722222222222,37.2527777777778,Middle,2021-01-19,100.0,Kenya,Northern end of Bora,Tue Feb  1 16:04:44 2022
Swarm,-1.80638888888889,38.2794444444444,Middle,2021-02-13,300.0,Kenya,Nzuli areaMutha ward,Tue Feb  1 16:04:44 2022
ControlREV,3.1675,36.9622222222222,Late,2020-06-24,31.0,Kenya,"marsabit County, Elb",Tue Feb  1 16:04:44 2022
Band,3.15694444444444,35.9627777777778,Middle,2020-06-11,0.2,Kenya,Turkana,Tue Feb  1 16:04:44 2022
Band,2.3241666670000427,35.69166666700005,Middle,2020-05-20,1000.0,Kenya,Dapar,Tue Feb  1 16:04:44 2022
Swarm,0.7741666670000313,37.55527777800006,Middle,2020-04-14,12.0,Kenya,Samburu,Tue Feb  1 16:04:44 2022
Swarm,2.31333333300006,36.883055556000045,Late,2020-05-21,50.0,Kenya,Loibor Seder,Tue Feb  1 16:04:44 2022
ControlREV,-0.308611111111111,37.8058333333333,Middle,2021-02-12,250.0,Kenya,TharakaNithi County,Tue Feb  1 16:04:44 2022
Swarm,18.6394444444444,37.4952777777778,Early,2021-03-03,600.0,Sudan,Wadi,Tue Feb  1 16:04:44 2022
Hopper,17.3416666666667,34.5447222222222,Middle,2020-11-10,400.0,Sudan,Bara 4,Tue Feb  1 16:04:44 2022
Adult,16.8997222222222,35.6813888888889,Late,2020-12-29,300.0,Sudan,Algashdie,Tue Feb  1 16:04:44 2022
Adult,20.3408333333333,35.8,Late,2020-12-30,300.0,Sudan,Garmiet,Tue Feb  1 16:04:44 2022
Band,17.6763888888889,35.7972222222222,Late,2020-10-24,700.0,Sudan,Elbaritik2,Tue Feb  1 16:04:44 2022
Adult,16.8572222222222,35.9547222222222,Middle,2021-06-19,400.0,Sudan,Adraab,Tue Feb  1 16:04:44 2022
Adult,18.0552777777778,33.9575,Middle,2021-06-11,100.0,Sudan,West Barbar ( gad al,Tue Feb  1 16:04:44 2022
