Category,lat,lon,Part of month,Observation Date,Impacted Area (ha),Country,Location Name,Data updated on
ControlREV,11.3391666666667,42.7686111111111,Middle,2021-06-15,1.0,Djibouti,Arta,Tue Feb  1 16:04:44 2022
Swarm,31.666666667000072,44.60000000000008,Early,2020-04-01,45.0,Iraq,Al Najaf,Tue Feb  1 16:04:44 2022
Band,11.2288888888889,42.7983333333333,Middle,2021-06-18,3.0,Djibouti,Ali Sabieh,Tue Feb  1 16:04:44 2022
Adult,17.0466666666667,20.9477777777778,Middle,2020-10-14,20.0,Chad,SALLAH 6,Tue Feb  1 16:04:44 2022
Adult,13.7936111111111,19.1766666666667,Late,2020-10-21,20.0,Chad,Kachako,Tue Feb  1 16:04:44 2022
Adult,14.2175,16.8638888888889,Early,2020-08-09,20.0,Costa Rica,Kouchne,Tue Feb  1 16:04:44 2022
Adult,30.9330555555556,-3.92527777777778,Late,2021-03-23,80.0,Morocco,oued el biaa 5ind,Tue Feb  1 16:04:44 2022
Adult,14.5394444444444,14.8230555555556,Middle,2020-09-15,70.0,Costa Rica,Noukou 2,Tue Feb  1 16:04:44 2022
Adult,26.08333333300004,9.850000000000025,Early,2020-02-02,100.0,Libya,Wadi Tesigiran,Tue Feb  1 16:04:44 2022
Adult,14.8180555555556,15.9783333333333,Late,2020-11-21,80.0,Chad,Kanem,Tue Feb  1 16:04:44 2022
ControlREV,23.662500000000023,55.57083333300005,Early,2020-05-04,3.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,24.154444444000035,55.70083333300005,Early,2020-05-05,43.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,27.38333333333,84.35,,2020-06-28,,Nepal,,Tue Feb  1 16:04:44 2022
Adult,29.8758333333333,-7.28666666666667,Late,2021-03-29,60.0,Morocco,Oued lmalh 2 ind,Tue Feb  1 16:04:44 2022
Adult,16.6125,21.2358333333333,Late,2021-10-26,20.0,Chad,Chili,Tue Feb  1 16:04:44 2022
Adult,23.58444444400004,55.52916666700003,Early,2020-05-04,10.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,17.1141666666667,21.5130555555556,Early,2020-09-30,7.0,Costa Rica,EUGUEMECHINA 3,Tue Feb  1 16:04:44 2022
Adult,13.9030555555556,14.6844444444444,Early,2020-10-31,90.0,Chad,Dabou Ouest,Tue Feb  1 16:04:44 2022
Band,24.56638888900005,55.76444444400005,Early,2020-05-08,6.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Swarm,2.71666666666667,34.7,Early,2020-06-30,760.0,Uganda,Naput,Tue Feb  1 16:04:44 2022
Adult,27.6,82.83333333333,,2020-06-27,,Nepal,,Tue Feb  1 16:04:44 2022
Band,24.32583333300005,51.60805555600007,Middle,2020-05-11,1.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,35.2883333333333,40.3088888888889,Middle,2021-04-16,400.0,Syrian Arab Republic,Dir El Zor Governora,Tue Feb  1 16:04:44 2022
Adult,24.04583333300008,55.693333333000055,Early,2020-05-10,12.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,17.0033333333333,20.6791666666667,Middle,2020-10-15,40.0,Chad,SS SSS,Tue Feb  1 16:04:44 2022
ControlREV,23.475555556000074,55.45944444400004,Early,2020-05-06,16.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Band,24.016111111000043,55.62138888900006,Early,2020-05-06,20.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,11.2291666666667,42.8083333333333,Early,2021-06-03,0.7,Djibouti,Ali Sabieh,Tue Feb  1 16:04:44 2022
Adult,28.5091666666667,-9.25611111111111,Early,2021-02-01,80.0,Morocco,Lkhnaygue lkhale  01,Tue Feb  1 16:04:44 2022
Adult,4.666666667000072,32.933333333000064,Early,2020-05-08,2.0,South Sudan,Nivasha,Tue Feb  1 16:04:44 2022
Swarm,30.28333333300003,46.900000000000034,Middle,2020-02-20,21.0,Iraq,Allhayes,Tue Feb  1 16:04:44 2022
Adult,15.9494444444444,21.0213888888889,Early,2020-11-09,30.0,Chad,Grenier,Tue Feb  1 16:04:44 2022
Swarm,5.333333333000041,34.700000000000045,Middle,2020-05-13,100.0,South Sudan,Napeibur village,Tue Feb  1 16:04:44 2022
Adult,17.5730555555556,5.9025,Early,2021-12-09,50.0,Niger,in ontololog,Tue Feb  1 16:04:44 2022
Adult,15.2930555555556,19.4147222222222,Middle,2020-11-18,40.0,Chad,wadi Kelip,Tue Feb  1 16:04:44 2022
Adult,15.1033333333333,15.8394444444444,Middle,2020-11-17,30.0,Chad,Kanem,Tue Feb  1 16:04:44 2022
Adult,17.27,21.43,Late,2020-11-20,10.0,Chad,ADENILA 3R,Tue Feb  1 16:04:44 2022
Adult,15.8547222222222,15.0569444444444,Middle,2020-09-17,1200.0,Costa Rica,Birfo,Tue Feb  1 16:04:44 2022
Adult,12.0216666666667,43.3283333333333,Late,2020-09-29,300.0,Djibouti,Obock,Tue Feb  1 16:04:44 2022
Swarm,30.83333333300004,35.61666666700006,Early,2019-05-05,380.0,Jordan,Tafilah,Tue Feb  1 16:04:44 2022
Adult,27.01666666667,85.85,,2020-06-27,,Nepal,,Tue Feb  1 16:04:44 2022
Adult,16.1872222222222,22.5566666666667,Late,2020-09-25,10.0,Costa Rica,KAOURA 3,Tue Feb  1 16:04:44 2022
Band,24.354444444000023,51.60250000000008,Middle,2020-04-18,61.0,United Arab Emirates,Ras Ghumies,Tue Feb  1 16:04:44 2022
Adult,16.0183333333333,21.0272222222222,Late,2020-11-28,20.0,Chad,SN,Tue Feb  1 16:04:44 2022
Adult,11.11666666700006,42.88333333300005,Early,2019-12-01,140.0,Djibouti,Ali-addeh,Tue Feb  1 16:04:44 2022
Band,24.29444444400008,51.61666666700006,Early,2020-05-06,3.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,24.70555555600004,55.71305555600003,Middle,2020-05-13,2.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,23.96444444400004,55.52000000000004,Early,2020-05-05,17.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,27.61666666667,85.05,,2020-06-29,,Nepal,,Tue Feb  1 16:04:44 2022
Adult,28.01666666667,82.45,,2020-06-29,,Nepal,,Tue Feb  1 16:04:44 2022
Adult,31.845,-3.89,Early,2021-07-01,30.0,Morocco,Domaine Dribach,Tue Feb  1 16:04:44 2022
Adult,14.8055555555556,17.5161111111111,Early,2021-10-03,20.0,Chad,HOUDJEINGA,Tue Feb  1 16:04:44 2022
Band,23.89833333300004,55.48111111100008,Early,2020-05-03,8.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,33.50000000000006,44.55000000000007,Middle,2020-04-20,80.0,Iraq,Al Anbar,Tue Feb  1 16:04:44 2022
Band,23.662500000000023,55.57083333300005,Early,2020-05-04,3.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,17.015,21.7333333333333,Middle,2020-11-13,50.0,Chad,ERRIIKO,Tue Feb  1 16:04:44 2022
ControlREV,23.89805555600003,55.50555555600005,Early,2020-05-07,18.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,26.150000000000038,9.516666667000038,Early,2020-03-08,100.0,Libya,Wadi Ten Nhbelal,Tue Feb  1 16:04:44 2022
Swarm,30.60000000000008,46.80000000000007,Middle,2020-02-20,21.0,Iraq,Umm Anij,Tue Feb  1 16:04:44 2022
Adult,23.89527777800004,55.40805555600008,Early,2020-05-09,5.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,11.3216666666667,42.7569444444444,Early,2021-06-30,3.0,Djibouti,Arta,Tue Feb  1 16:04:44 2022
Adult,24.11777777800006,55.67972222200007,Early,2020-05-07,36.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,16.1530555555556,22.5727777777778,Late,2020-11-26,50.0,Chad,KAOURA 1,Tue Feb  1 16:04:44 2022
Adult,14.9277777777778,18.1658333333333,Middle,2020-08-16,10.0,Costa Rica,SN,Tue Feb  1 16:04:44 2022
Adult,24.091111111000032,55.92416666700007,Early,2020-05-06,3.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,15.2497222222222,18.2497222222222,Middle,2020-10-15,20.0,Chad,Bir Bana,Tue Feb  1 16:04:44 2022
ControlREV,24.07111111100005,55.94388888900005,Early,2020-05-06,92.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Hopper,25.87027777800006,10.022500000000036,Middle,2019-07-18,100.0,Libya,Wadi Badhoul,Tue Feb  1 16:04:44 2022
Hopper,13.5775,18.7372222222222,Late,2020-08-20,20.0,Costa Rica,SN,Tue Feb  1 16:04:44 2022
Band,24.52250000000004,55.76277777800004,Early,2020-05-05,57.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,14.5461111111111,15.7666666666667,Middle,2021-10-15,10.0,Chad,KANNE 1,Tue Feb  1 16:04:44 2022
Adult,14.5091666666667,15.0788888888889,Middle,2020-11-11,70.0,Chad,Kanem,Tue Feb  1 16:04:44 2022
Hopper,4.650000000000034,32.900000000000034,Early,2020-05-10,1.0,South Sudan,Yodo,Tue Feb  1 16:04:44 2022
Adult,15.8497222222222,19.6686111111111,Late,2020-09-20,800.0,Costa Rica,Borkou,Tue Feb  1 16:04:44 2022
Adult,23.90277777800003,55.49972222200006,Early,2020-05-01,24.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,11.3616666666667,42.6925,Middle,2021-05-16,100.0,Djibouti,Petit Barra,Tue Feb  1 16:04:44 2022
Adult,31.8388888888889,-3.695,Early,2021-07-03,20.0,Morocco,Asmmar,Tue Feb  1 16:04:44 2022
Swarm,32.6166666666667,36.3333333333333,Late,2021-04-24,100.0,Syrian Arab Republic,Al Musayfrah,Tue Feb  1 16:04:44 2022
Adult,25.45416666700004,55.77972222200003,Middle,2020-05-12,2.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Band,11.2638888888889,42.7488888888889,Middle,2021-06-15,5.0,Djibouti,Ali Sabieh,Tue Feb  1 16:04:44 2022
ControlREV,24.56722222200005,55.761388889000045,Early,2020-05-09,21.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,29.1397222222222,-8.03111111111111,Middle,2020-11-14,20.0,Morocco,oued el aeribiya 8in,Tue Feb  1 16:04:44 2022
Adult,14.9127777777778,18.1936111111111,Middle,2020-08-15,20.0,Costa Rica,Djouda,Tue Feb  1 16:04:44 2022
ControlREV,24.02666666700003,51.78583333300003,Early,2020-03-05,2.0,United Arab Emirates,Al Sila,Tue Feb  1 16:04:44 2022
Adult,24.788333333000026,55.82361111100005,Early,2020-05-10,8.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,24.08250000000004,55.37666666700005,Early,2020-05-04,6.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,14.1038888888889,15.2408333333333,Early,2020-11-05,70.0,Chad,Kanem,Tue Feb  1 16:04:44 2022
Adult,23.683333333000064,55.56972222200005,Early,2020-05-07,26.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,15.9658333333333,21.0075,Middle,2020-09-10,8.0,Costa Rica,IZIBOUKA,Tue Feb  1 16:04:44 2022
Band,24.016111111000043,55.62111111100006,Middle,2020-04-19,20.0,United Arab Emirates,Al Arad,Tue Feb  1 16:04:44 2022
Adult,16.0397222222222,22.8063888888889,Middle,2020-07-12,20.0,Costa Rica,SN,Tue Feb  1 16:04:44 2022
ControlREV,23.655555556000024,55.56777777800005,Early,2020-05-08,12.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,23.885000000000048,55.39361111100004,Early,2020-05-01,13.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,28.7688888888889,-10.285,Late,2021-01-29,60.0,Morocco,Oued sarkasse,Tue Feb  1 16:04:44 2022
Adult,14.3408333333333,14.3822222222222,Late,2020-09-20,70.0,Costa Rica,Sn,Tue Feb  1 16:04:44 2022
Adult,21.3861111111111,-15.5938888888889,Early,2021-02-09,60.0,Morocco,azile agamade 1indiv,Tue Feb  1 16:04:44 2022
Adult,17.0941666666667,21.4241666666667,Late,2020-10-23,20.0,Chad,BACHECLE 3,Tue Feb  1 16:04:44 2022
Hopper,31.522777778000037,44.39361111100004,Middle,2020-05-20,3.0,Iraq,Najaf,Tue Feb  1 16:04:44 2022
Adult,15.9961111111111,20.9988888888889,Middle,2020-09-11,30.0,Costa Rica,BIZIIBOUKA,Tue Feb  1 16:04:44 2022
Band,23.52000000000004,55.48833333300007,Late,2020-04-22,300.0,United Arab Emirates,Al Qoua,Tue Feb  1 16:04:44 2022
Adult,23.46861111100003,55.451111111000046,Early,2020-05-03,8.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,24.57722222200005,55.766944444000046,Middle,2020-05-12,2.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Hopper,16.0477777777778,22.7761111111111,Early,2020-07-08,20.0,Costa Rica,Djourba,Tue Feb  1 16:04:44 2022
Swarm,-3.08916666666667,36.6516666666667,Late,2021-02-26,200.0,United Republic of Tanzania,Arusha Region Ormrin,Tue Feb  1 16:04:44 2022
Adult,27.18333333333,85.15,,2020-06-26,,Nepal,,Tue Feb  1 16:04:44 2022
Adult,14.485,15.2661111111111,Late,2020-11-24,80.0,Chad,Kanem,Tue Feb  1 16:04:44 2022
Adult,14.8311111111111,16.1175,Middle,2020-11-16,80.0,Chad,Kanem,Tue Feb  1 16:04:44 2022
Adult,14.4988888888889,14.6041666666667,Middle,2021-10-19,40.0,Chad,FEDERKHA,Tue Feb  1 16:04:44 2022
Band,24.751111111000057,55.82694444400005,Early,2020-05-02,4.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,24.016111111000043,55.62111111100006,Middle,2020-04-19,20.0,United Arab Emirates,Al Arad,Tue Feb  1 16:04:44 2022
Adult,24.016111111000043,55.62138888900006,Early,2020-05-03,180.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,24.17805555600006,55.34583333300003,Early,2020-05-07,1.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,23.965833333000035,55.16583333300008,Middle,2020-05-12,9.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,24.721388889000025,55.78527777800008,Middle,2020-05-11,4.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,14.6830555555556,15.8627777777778,Late,2020-11-21,80.0,Chad,Kanem,Tue Feb  1 16:04:44 2022
Band,23.65805555600008,55.57027777800005,Early,2020-05-09,8.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,28.8013888888889,-10.3841666666667,Middle,2021-03-15,60.0,Morocco,bouchtaline,Tue Feb  1 16:04:44 2022
ControlREV,24.779444444000035,56.141944444000046,Early,2020-05-07,8.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,23.58277777800004,55.52138888900004,Early,2020-05-09,13.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Swarm,11.3647222222222,42.6730555555556,Middle,2021-05-17,100.0,Djibouti,Arta,Tue Feb  1 16:04:44 2022
Swarm,-4.17416666666667,37.115,Middle,2021-01-15,150.0,United Republic of Tanzania,Landanai Manyara,Tue Feb  1 16:04:44 2022
Band,23.914722222000023,55.41611111100008,Early,2020-05-02,9.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,24.08277777800004,55.93638888900006,Early,2020-05-03,14.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,16.9886111111111,21.7863888888889,Middle,2020-11-13,10.0,Chad,HATAKOU,Tue Feb  1 16:04:44 2022
Swarm,-3.78166666666667,37.2977777777778,Middle,2021-01-11,30.0,United Republic of Tanzania,Msitu wa Tembo Olcho,Tue Feb  1 16:04:44 2022
ControlREV,24.48611111100007,55.77638888900003,Early,2020-05-05,6.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,24.12861111100005,55.64166666700004,Early,2020-05-06,3.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Band,23.89527777800004,55.47027777800008,Early,2020-05-04,6.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Band,23.62472222200006,55.570555556000045,Early,2020-05-01,5.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,24.016111111000043,55.62138888900006,Middle,2020-05-13,4.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,23.843333333000032,55.53277777800008,Early,2020-05-08,13.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Swarm,30.666666667000072,46.30000000000007,Early,2020-03-10,400.0,Iraq,Al Muthanna area 2,Tue Feb  1 16:04:44 2022
Adult,14.89,15.9188888888889,Middle,2020-11-15,70.0,Chad,Zigreo,Tue Feb  1 16:04:44 2022
Adult,24.479166667000072,55.77777777800003,Early,2020-05-06,40.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,23.866111111000063,55.52638888900003,Middle,2020-05-11,16.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Band,23.99277777800006,55.57555555600004,Early,2020-05-04,11.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Swarm,30.60000000000008,46.60000000000008,Late,2020-02-22,18.0,Iraq,Jalibah-2,Tue Feb  1 16:04:44 2022
Adult,24.34250000000003,55.828333333000046,Early,2020-05-06,3.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,-3.385,37.4491666666667,Late,2020-11-23,10.0,United Republic of Tanzania,TZ,Tue Feb  1 16:04:44 2022
Adult,23.40277777800003,55.41472222200008,Early,2020-05-01,7.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Band,23.843333333000032,55.53277777800008,Early,2020-05-08,13.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,15.0522222222222,18.8663888888889,Early,2021-10-02,30.0,Chad,MATARIK 1,Tue Feb  1 16:04:44 2022
Adult,23.914722222000023,55.41611111100008,Early,2020-05-02,9.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,17.2575,21.6341666666667,Early,2020-10-01,10.0,Costa Rica,OKKO 4,Tue Feb  1 16:04:44 2022
Swarm,-2.43527777777778,36.4163888888889,Early,2021-04-03,15.0,United Republic of Tanzania,Arusha Region,Tue Feb  1 16:04:44 2022
Band,23.621666667000056,55.56888888900005,Early,2020-05-06,10.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,15.9141666666667,20.7227777777778,Middle,2020-07-15,20.0,Costa Rica,SN,Tue Feb  1 16:04:44 2022
Adult,16.1238888888889,19.0963888888889,Late,2020-11-23,40.0,Chad,Est Kaolian,Tue Feb  1 16:04:44 2022
Adult,23.905555556000024,55.398888889000034,Early,2020-05-07,6.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Hopper,31.265000000000043,45.06000000000006,Early,2020-05-03,15.0,Iraq,Al Muthanna,Tue Feb  1 16:04:44 2022
Adult,14.5166666666667,20.9569444444444,Early,2020-11-08,30.0,Chad,Wadi Fira,Tue Feb  1 16:04:44 2022
ControlREV,23.87222222200006,55.52361111100004,Early,2020-05-10,18.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,36.2,37.1333333333333,Late,2021-04-23,100.0,Syrian Arab Republic,Aleppo,Tue Feb  1 16:04:44 2022
Adult,15.3355555555556,18.2933333333333,Middle,2020-11-14,20.0,Chad,Louwa,Tue Feb  1 16:04:44 2022
Adult,15.5361111111111,18.2758333333333,Middle,2020-10-15,20.0,Chad,Olinga,Tue Feb  1 16:04:44 2022
Adult,17.1622222222222,21.1630555555556,Middle,2020-11-16,20.0,Chad,GONDRE 2,Tue Feb  1 16:04:44 2022
Adult,15.2072222222222,19.3719444444444,Middle,2020-11-19,50.0,Chad,Tokoriat,Tue Feb  1 16:04:44 2022
Adult,15.7316666666667,20.4013888888889,Late,2020-11-23,40.0,Chad,achtane ouset,Tue Feb  1 16:04:44 2022
Adult,13.4088888888889,15.8066666666667,Early,2020-10-08,60.0,Chad,Dokara,Tue Feb  1 16:04:44 2022
Adult,15.94,20.9222222222222,Middle,2020-09-10,20.0,Costa Rica,IHANGA,Tue Feb  1 16:04:44 2022
Adult,15.4919444444444,18.6458333333333,Late,2020-11-20,50.0,Chad,Birmil,Tue Feb  1 16:04:44 2022
Adult,17.2758333333333,21.4375,Late,2020-09-29,10.0,Costa Rica,ADNILA 5,Tue Feb  1 16:04:44 2022
Adult,34.3880555555556,41.1586111111111,Late,2021-04-25,0.75,Iraq,Al Qaem,Tue Feb  1 16:04:44 2022
ControlREV,23.905555556000024,55.398888889000034,Middle,2020-05-12,6.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,27.65,83.4,,2020-06-26,,Nepal,,Tue Feb  1 16:04:44 2022
Swarm,11.4366666666667,42.6930555555556,Late,2021-01-21,100.0,Djibouti,Goubet,Tue Feb  1 16:04:44 2022
Adult,25.748888889000057,9.97861111100002,Middle,2019-07-17,100.0,Libya,Wadi Theon,Tue Feb  1 16:04:44 2022
Adult,28.8061111111111,-10.3536111111111,Middle,2021-03-16,50.0,Morocco,ras agouyam 3 ind,Tue Feb  1 16:04:44 2022
Adult,32.2908333333333,-2.05583333333333,Early,2021-05-06,6.0,Morocco,Dbaba,Tue Feb  1 16:04:44 2022
Adult,31.955,-3.43805555555556,Late,2021-03-29,80.0,Morocco,oued sehli guir 2ind,Tue Feb  1 16:04:44 2022
Adult,17.0063888888889,21.7316666666667,Late,2020-11-22,90.0,Chad,ERRIKKO 2,Tue Feb  1 16:04:44 2022
Adult,15.8241666666667,20.7341666666667,Middle,2020-11-12,40.0,Chad,Amchaloba,Tue Feb  1 16:04:44 2022
Band,23.89527777800004,55.40805555600008,Early,2020-05-09,5.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,23.829722222000044,55.53083333300003,Early,2020-05-02,16.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Hopper,31.683333333000064,44.26666666700004,Middle,2020-04-15,30.0,Iraq,Al Najaf area 3,Tue Feb  1 16:04:44 2022
ControlREV,23.469166667000025,55.45055555600004,Early,2020-05-05,7.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,24.170555556000068,55.53277777800008,Early,2020-05-07,2.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Swarm,11.42250000000007,42.74527777800006,Late,2020-03-23,50.0,Djibouti,Arta,Tue Feb  1 16:04:44 2022
Adult,14.5080555555556,20.2061111111111,Middle,2020-11-10,40.0,Chad,Wadi Fira,Tue Feb  1 16:04:44 2022
ControlREV,24.094166667000025,55.41361111100008,Early,2020-05-03,135.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Band,24.08916666700003,55.40388888900003,Early,2020-05-01,6.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,16.0397222222222,22.8069444444444,Early,2020-12-02,70.0,Chad,AMDJARAS 3R,Tue Feb  1 16:04:44 2022
ControlREV,-2.99305555555556,35.97,Early,2021-03-06,30.0,United Republic of Tanzania,Engaruka Juu,Tue Feb  1 16:04:44 2022
ControlREV,31.36666666700006,45.36666666700006,Middle,2020-04-14,50.0,Iraq,Al Muthanna area 2,Tue Feb  1 16:04:44 2022
Swarm,32.28333333300003,42.700000000000045,Early,2020-04-02,25.0,Iraq,Karbala,Tue Feb  1 16:04:44 2022
Adult,16.9330555555556,20.6488888888889,Middle,2020-10-15,20.0,Chad,SSS SS,Tue Feb  1 16:04:44 2022
ControlREV,23.47194444400003,55.45305555600004,Early,2020-05-01,3.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,4.75444444444444,33.6044444444444,Early,2020-08-01,5.0,South Sudan,Nakoringomo Boma Kap,Tue Feb  1 16:04:44 2022
Adult,23.52027777800004,55.48833333300007,Early,2020-05-06,16.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Hopper,24.094166667000025,55.41361111100008,Early,2020-05-03,135.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,33.32,68.97,Middle,2020-07-13,76.0,Afghanistan,Topee Paktia,Tue Feb  1 16:04:44 2022
Adult,29.4272222222222,-7.42972222222222,Early,2021-02-07,70.0,Morocco,Boughyoule,Tue Feb  1 16:04:44 2022
ControlREV,11.1844444444444,42.7733333333333,Middle,2021-06-17,3.0,Djibouti,Ali Sabieh,Tue Feb  1 16:04:44 2022
Adult,14.7394444444444,15.2891666666667,Late,2020-09-23,70.0,Costa Rica,Sn,Tue Feb  1 16:04:44 2022
Adult,14.5469444444444,15.5941666666667,Middle,2020-11-13,60.0,Chad,Erimagra,Tue Feb  1 16:04:44 2022
Adult,17.2363888888889,21.1875,Late,2021-10-22,20.0,Chad,Araye Machanga,Tue Feb  1 16:04:44 2022
Swarm,3.683333333000064,33.933333333000064,Middle,2020-05-16,100.0,Uganda,Karenga District are,Tue Feb  1 16:04:44 2022
Adult,14.4286111111111,14.9466666666667,Middle,2021-10-18,7.0,Chad,BARKABELOU 2,Tue Feb  1 16:04:44 2022
Adult,14.4752777777778,14.5877777777778,Late,2020-09-22,50.0,Costa Rica,Sn,Tue Feb  1 16:04:44 2022
Band,23.69166666700005,55.56694444400006,Early,2020-05-04,10.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,24.08472222200004,56.010277778000045,Early,2020-05-02,4.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
ControlREV,31.167500000000075,44.23472222200007,Middle,2020-05-12,10.0,Iraq,Al Najaf,Tue Feb  1 16:04:44 2022
Adult,17.1177777777778,21.3508333333333,Late,2020-08-23,10.0,Costa Rica,BEKKI,Tue Feb  1 16:04:44 2022
Hopper,30.3166666666667,36.1666666666667,Middle,2021-05-17,100.0,Jordan,Al Jafr,Tue Feb  1 16:04:44 2022
Adult,17.1269444444444,21.5666666666667,Early,2020-11-03,20.0,Chad,EGUEMECHINA 1,Tue Feb  1 16:04:44 2022
ControlREV,23.523888889000037,55.48694444400007,Middle,2020-05-11,4.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,14.8977777777778,19.6477777777778,Middle,2020-10-18,30.0,Chad,Nord Fadoul,Tue Feb  1 16:04:44 2022
Swarm,11.2152777777778,42.6477777777778,Early,2021-07-01,5.0,Djibouti,Ali Sabieh,Tue Feb  1 16:04:44 2022
Adult,23.64250000000004,55.54750000000007,Early,2020-05-02,15.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Adult,14.8658333333333,15.9783333333333,Late,2020-11-21,70.0,Chad,Kanem,Tue Feb  1 16:04:44 2022
ControlREV,31.03222222200003,46.13944444400005,Middle,2020-05-20,5.0,Iraq,Ziqar,Tue Feb  1 16:04:44 2022
Hopper,16.9525,20.9825,Middle,2020-10-14,30.0,Chad,SALLAH 5,Tue Feb  1 16:04:44 2022
Band,23.767222222000044,55.53416666700008,Early,2020-05-04,12.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Band,24.36222222200007,51.60222222200008,Early,2020-05-03,6.0,United Arab Emirates,survey site,Tue Feb  1 16:04:44 2022
Swarm,32.60000000000008,41.900000000000034,Early,2020-04-03,50.0,Iraq,Al Anbar,Tue Feb  1 16:04:44 2022
