Unnamed: 0,Category,lat,lon,Part of month,Observation Date,Impacted Area (ha),Country,Location Name,Data updated on,Soil_Moisture,Temperature_2m
4853,Swarm,28.028055556000027,72.08694444400004,Early,2019-10-07,100.0,India,1 GWM,Tue Feb  1 16:04:44 2022,0.1759999990463256,21.34149932861328
4856,Swarm,2.90694444444444,37.6838888888889,Early,2021-01-08,100.0,Kenya,unkown,Tue Feb  1 16:04:44 2022,0.0130000002682209,25.145999908447266
4857,Swarm,0.574722222222222,35.7866666666667,Middle,2021-02-18,250.0,Kenya,Baringo Countykatimo,Tue Feb  1 16:04:44 2022,0.0920000001788139,15.31399917602539
4858,Band,3.37972222222222,39.0705555555556,Late,2020-06-24,4.0,Kenya,Odda Marsabit countr,Tue Feb  1 16:04:44 2022,0.1560000032186508,22.07000160217285
4860,Band,2.67611111111111,37.0713888888889,Early,2020-06-01,2.0,Kenya,Marsabit County-Arap,Tue Feb  1 16:04:44 2022,0.0230000000447034,25.70400047302246
4861,Band,2.27166666666667,35.7472222222222,Middle,2020-06-16,350.0,Kenya,"kauluchelem, kochodi",Tue Feb  1 16:04:44 2022,0.2380000054836273,21.97650146484375
4862,Swarm,2.85694444444444,35.2027777777778,Early,2020-06-30,120.0,Kenya,Turkana County loima,Tue Feb  1 16:04:44 2022,0.1299999952316284,22.83099937438965
4863,Swarm,2.21555555555556,35.7130555555556,Late,2020-06-21,500.0,Kenya,"Turkana county, turk",Tue Feb  1 16:04:44 2022,0.2090000063180923,22.02400016784668
4867,Swarm,3.086666667000032,37.41055555600008,Early,2020-05-09,70.0,Kenya,kalacha (Burqa),Tue Feb  1 16:04:44 2022,0.0,28.030498504638672
4868,Swarm,2.91305555555556,34.7152777777778,Middle,2020-07-10,51.0,Kenya,Turkana,Tue Feb  1 16:04:44 2022,0.2619999945163727,21.15399932861328
4869,Band,3.18833333333333,36.94,Middle,2020-06-11,5.0,Kenya,Marsabit County -El,Tue Feb  1 16:04:44 2022,0.0,26.954999923706055
4870,Band,2.72888888888889,36.7122222222222,Late,2020-06-21,3.0,Kenya,Marsabit County,Tue Feb  1 16:04:44 2022,0.0149999996647238,26.52750015258789
4874,Band,2.74055555555556,36.725,Middle,2020-06-16,1000.0,Kenya,loiroti-Marsabit,Tue Feb  1 16:04:44 2022,0.0439999997615814,26.782501220703125
4880,Band,2.18833333333333,35.7766666666667,Early,2020-06-08,20.0,Kenya,nachurokaalei,Tue Feb  1 16:04:44 2022,0.2049999982118606,22.17500114440918
4881,Band,3.32,37.0663888888889,Early,2020-06-09,6.0,Kenya,Marsabit County-EL.i,Tue Feb  1 16:04:44 2022,0.0149999996647238,26.554000854492188
4883,Swarm,1.30472222222222,36.7208333333333,Middle,2021-01-17,100.0,Kenya,unkown,Tue Feb  1 16:04:44 2022,0.123999997973442,16.775501251220703
4884,Swarm,1.97916666666667,37.9094444444444,Late,2021-01-28,2.0,Kenya,marsabit county logl,Tue Feb  1 16:04:44 2022,0.1490000039339065,24.444499969482422
4885,Swarm,0.0722222222222222,37.1980555555556,Early,2021-02-02,300.0,Kenya,laikipia county muko,Tue Feb  1 16:04:44 2022,0.2409999966621399,12.231999397277832
4886,Swarm,-0.429722222222222,37.6747222222222,Middle,2021-02-15,20.0,Kenya,Embukyeni East mukur,Tue Feb  1 16:04:44 2022,0.2790000140666961,21.4685001373291
4889,Band,2.27527777777778,35.7713888888889,Late,2020-06-21,5.0,Kenya,lokichada,Tue Feb  1 16:04:44 2022,0.3379999995231628,22.25200080871582
4891,Band,0.5833333330000414,37.13333333300005,Early,2020-03-09,100.0,Kenya,Lenguruma,Tue Feb  1 16:04:44 2022,0.1129999980330467,20.634498596191406
4895,Swarm,0.711388888888889,36.0263888888889,Early,2021-03-03,10.0,Kenya,Baringo Countyloruk,Tue Feb  1 16:04:44 2022,0.135000005364418,24.381999969482422
4896,Band,3.2908333330000232,37.02972222200003,Late,2020-05-25,600.0,Kenya,BURA,Tue Feb  1 16:04:44 2022,0.0049999998882412,28.888999938964844
4897,Swarm,2.18611111111111,35.8133333333333,Middle,2020-06-16,150.0,Kenya,"lokosimekori,kochodi",Tue Feb  1 16:04:44 2022,0.2820000052452087,21.817501068115234
4898,Swarm,-0.3666666669999472,37.53333333300003,Middle,2020-03-18,100.0,Kenya,Rukuriri,Tue Feb  1 16:04:44 2022,0.2709999978542328,16.02699851989746
4899,Swarm,1.2666666670000382,35.91666666700007,Late,2020-01-26,100.0,Kenya,Tiaty hills,Tue Feb  1 16:04:44 2022,0.061999998986721,18.77349853515625
4900,Swarm,0.28333333300003,36.25000000000006,Late,2020-02-21,100.0,Kenya,Seria,Tue Feb  1 16:04:44 2022,0.3289999961853027,15.53950023651123
4901,Band,2.22138888888889,35.7602777777778,Early,2020-06-09,20.0,Kenya,"Turkana county,turka",Tue Feb  1 16:04:44 2022,0.324999988079071,22.046499252319336
4902,Band,2.59527777777778,37.0805555555556,Early,2020-06-09,0.75,Kenya,marsabit county oltu,Tue Feb  1 16:04:44 2022,0.0469999983906745,23.711000442504883
4908,Band,2.63722222222222,36.2391666666667,Early,2020-06-03,0.12,Kenya,"Kangirisae, Kangiris",Tue Feb  1 16:04:44 2022,0.0140000004321336,27.489500045776367
4909,Band,2.84666666666667,35.0580555555556,Middle,2020-06-17,0.5,Kenya,Turkana County Loima,Tue Feb  1 16:04:44 2022,0.4210000038146972,22.56599998474121
4912,Band,2.26722222222222,35.7627777777778,Late,2020-06-22,100.0,Kenya,"kanaiki, kochodin Wa",Tue Feb  1 16:04:44 2022,0.4390000104904175,21.83049964904785
4913,Band,3.03027777777778,35.4488888888889,Early,2020-06-08,100.0,Kenya,near nakamane,Tue Feb  1 16:04:44 2022,0.3230000138282776,23.14150047302246
4914,Band,2.89777777777778,35.32,Middle,2020-06-13,1.0,Kenya,near lorugum,Tue Feb  1 16:04:44 2022,0.3300000131130218,22.76500129699707
4916,Swarm,1.09638888888889,40.4369444444444,Middle,2021-01-12,100.0,Kenya,unkown,Tue Feb  1 16:04:44 2022,0.1169999986886978,25.482500076293945
4917,Swarm,0.623611111111111,36.9858333333333,Middle,2021-01-14,50.0,Kenya,Isiolo County Oldony,Tue Feb  1 16:04:44 2022,0.1829999983310699,15.331999778747559
4918,Swarm,-0.257777777777778,37.7680555555556,Early,2021-02-01,20.0,Kenya,Kiera location TN,Tue Feb  1 16:04:44 2022,0.2960000038146972,20.33650016784668
4919,Swarm,-1.43638888888889,38.1372222222222,Late,2021-02-23,10.0,Kenya,Kitui County kwa amu,Tue Feb  1 16:04:44 2022,0.2409999966621399,21.96700096130371
4920,Band,2.18416666666667,35.8119444444444,Middle,2020-06-16,200.0,Kenya,"Turkana county, turk",Tue Feb  1 16:04:44 2022,0.2820000052452087,21.804500579833984
4921,Band,3.61111111111111,37.3419444444444,Middle,2020-06-10,2.0,Kenya,Balesa location nort,Tue Feb  1 16:04:44 2022,0.025000000372529,25.477500915527344
4922,Band,2.513333333000048,36.80694444400007,Late,2020-05-28,1.0,Kenya,Marsabit county-Sari,Tue Feb  1 16:04:44 2022,0.0289999991655349,26.717500686645508
4923,Swarm,-0.4833333329999618,37.31666666700005,Early,2020-03-10,100.0,Kenya,Kiamwathi Township,Tue Feb  1 16:04:44 2022,0.4650000035762787,18.091999053955078
4924,Swarm,0.7752777780000315,37.63722222200005,Late,2020-04-25,110.0,Kenya,Samburu,Tue Feb  1 16:04:44 2022,0.3939999938011169,20.08599853515625
4934,Band,3.38055555555556,35.4533333333333,Early,2020-06-08,15.0,Kenya,Turkana County Kasio,Tue Feb  1 16:04:44 2022,0.2360000014305114,22.730998992919922
4936,Swarm,0.314444444444444,38.1491666666667,Late,2021-01-28,100.0,Kenya,Meru County,Tue Feb  1 16:04:44 2022,0.1299999952316284,20.14299964904785
4937,Swarm,0.460555555555556,35.7747222222222,Late,2021-02-24,120.0,Kenya,Baringo Countykatmer,Tue Feb  1 16:04:44 2022,0.2010000050067901,14.513999938964844
4939,Swarm,3.8397222220000335,41.17527777800007,Middle,2020-01-11,2400.0,Kenya,South Rhamu,Tue Feb  1 16:04:44 2022,0.1469999998807907,24.247499465942383
4944,Band,2.16305555555556,35.795,Middle,2020-06-17,200.0,Kenya,"Turkana county, turk",Tue Feb  1 16:04:44 2022,0.1790000051259994,22.311500549316406
4945,Band,3.06583333333333,36.8213888888889,Middle,2020-06-10,8.0,Kenya,slaughter house,Tue Feb  1 16:04:44 2022,0.0120000001043081,26.590999603271484
4949,Band,3.12666666666667,36.8477777777778,Early,2020-06-02,20.0,Kenya,Marsabit County Gas-,Tue Feb  1 16:04:44 2022,0.0020000000949949,28.928499221801758
4950,Band,2.495,37.5986111111111,Middle,2020-06-14,10.0,Kenya,"Marsabit County,karg",Tue Feb  1 16:04:44 2022,0.0,26.76850128173828
4951,Band,3.2,36.9638888888889,Early,2020-06-02,10.0,Kenya,Marsabit County-El I,Tue Feb  1 16:04:44 2022,0.0020000000949949,29.07000160217285
4953,Swarm,1.28277777777778,36.7030555555556,Late,2021-04-21,5.0,Kenya,Samburu County,Tue Feb  1 16:04:44 2022,0.1990000009536743,16.23349952697754
4954,Swarm,0.8455555560000221,37.07638888900004,Late,2020-04-24,90.0,Kenya,Samburu,Tue Feb  1 16:04:44 2022,0.4090000092983246,18.960500717163086
4955,Swarm,2.3533333330000232,36.868611111000064,Early,2020-04-10,5.0,Kenya,Samburu,Tue Feb  1 16:04:44 2022,0.0240000002086162,25.73550033569336
4956,Band,2.21944444444444,35.7522222222222,Middle,2020-06-16,200.0,Kenya,kangura-turkana east,Tue Feb  1 16:04:44 2022,0.2829999923706054,21.525001525878906
4957,Band,3.47166666666667,35.3027777777778,Early,2020-06-08,0.25,Kenya,lotongarii in napeli,Tue Feb  1 16:04:44 2022,0.363999992609024,21.840999603271484
4958,Band,2.23694444444444,35.7283333333333,Middle,2020-06-17,100.0,Kenya,"kanaiki, kochodin Wa",Tue Feb  1 16:04:44 2022,0.2460000067949295,22.322999954223633
4959,Band,3.13722222222222,36.9155555555556,Middle,2020-06-19,43.0,Kenya,"Marsabit County, elb",Tue Feb  1 16:04:44 2022,0.0,29.159500122070312
4962,Band,-2.52666666666667,40.5766666666667,Middle,2021-01-12,2.0,Kenya,Tana River County,Tue Feb  1 16:04:44 2022,0.152999997138977,25.124000549316406
4965,Band,2.29722222222222,35.8102777777778,Middle,2020-06-17,300.0,Kenya,"Turkana county, turk",Tue Feb  1 16:04:44 2022,0.2870000004768371,22.779499053955078
4966,Band,2.25972222222222,35.7336111111111,Middle,2020-06-11,50.0,Kenya,nakipomea,Tue Feb  1 16:04:44 2022,0.1199999973177909,22.68349838256836
4967,Swarm,0.613333333333333,36.9725,Middle,2021-01-15,100.0,Kenya,Isiolo County,Tue Feb  1 16:04:44 2022,0.1759999990463256,17.883499145507812
4968,Swarm,-1.51805555555556,38.3158333333333,Early,2021-02-03,120.0,Kenya,Kitui County KaithaK,Tue Feb  1 16:04:44 2022,0.2319999933242797,22.156999588012695
4969,Swarm,-1.37166666666667,37.9208333333333,Middle,2021-02-14,50.0,Kenya,Kitui County Kyangwi,Tue Feb  1 16:04:44 2022,0.3459999859333038,18.577999114990234
4970,Band,2.24611111111111,35.7380555555556,Middle,2020-06-17,150.0,Kenya,"Turkana county, turk",Tue Feb  1 16:04:44 2022,0.2460000067949295,22.439998626708984
4971,Band,1.95444444444444,36.0255555555556,Middle,2020-06-17,120.0,Kenya,nakatunga village ka,Tue Feb  1 16:04:44 2022,0.2179999947547912,23.045499801635742
4972,Swarm,-0.412222222222222,39.6119444444444,Late,2020-12-25,100.0,Kenya,Garissa County,Tue Feb  1 16:04:44 2022,0.1809999942779541,25.59950065612793
4974,Band,3.27333333333333,37.0388888888889,Early,2020-06-08,3.0,Kenya,Marsabit County Nort,Tue Feb  1 16:04:44 2022,0.0189999993890523,25.92150115966797
4975,Band,3.01416666666667,35.4855555555556,Early,2020-06-02,50.0,Kenya,"Turkana County, Nape",Tue Feb  1 16:04:44 2022,0.0340000018477439,27.510499954223633
4982,Swarm,1.36361111111111,36.8297222222222,Late,2021-04-22,120.0,Kenya,Samburu County,Tue Feb  1 16:04:44 2022,0.1580000072717666,21.223499298095703
4983,Band,2.5172222220000435,35.73333333300008,Late,2020-05-28,600.0,Kenya,lokichar location (,Tue Feb  1 16:04:44 2022,0.0260000005364418,28.90850067138672
4985,Swarm,0.6236111110000593,36.98722222200007,Late,2020-04-26,150.0,Kenya,Laikipia,Tue Feb  1 16:04:44 2022,0.4050000011920929,16.762500762939453
4986,Band,2.35444444444444,35.8116666666667,Early,2020-06-09,1.0,Kenya,Turkana,Tue Feb  1 16:04:44 2022,0.3039999902248382,22.726499557495117
4987,Band,3.33166666666667,37.07,Early,2020-06-08,10.0,Kenya,korka,Tue Feb  1 16:04:44 2022,0.0160000007599592,25.674001693725586
4990,Swarm,0.279166666666667,37.4136111111111,Early,2021-01-31,100.0,Kenya,Lewa,Tue Feb  1 16:04:44 2022,0.1840000003576278,16.033000946044922
4992,Band,2.29694444444444,39.7094444444445,Late,2020-06-24,200.0,Kenya,Wajir County,Tue Feb  1 16:04:44 2022,0.1070000007748603,24.78499984741211
4993,Band,3.53055555555556,35.8619444444444,Middle,2020-06-18,1.0,Kenya,kalokol,Tue Feb  1 16:04:44 2022,0.202000007033348,26.138999938964844
4994,Band,2.72972222222222,36.7416666666667,Middle,2020-06-18,200.0,Kenya,nakutokonok-Marsabit,Tue Feb  1 16:04:44 2022,0.003000000026077,27.83100128173828
4996,Band,3.26944444444444,37.3075,Early,2020-06-01,100.0,Kenya,Marsabit County- Dib,Tue Feb  1 16:04:44 2022,0.0089999996125698,27.730499267578125
4997,Band,2.48694444444444,36.8413888888889,Early,2020-06-03,2.0,Kenya,marsabit county suny,Tue Feb  1 16:04:44 2022,0.0209999997168779,23.364999771118164
4998,Swarm,2.26888888888889,35.7583333333333,Middle,2020-06-17,150.0,Kenya,nakaal anakapel,Tue Feb  1 16:04:44 2022,0.202000007033348,22.57200050354004
4999,Swarm,2.87305555555556,36.7127777777778,Early,2021-01-31,15.0,Kenya,Marsabit county Loiy,Tue Feb  1 16:04:44 2022,0.0020000000949949,29.817501068115234
5000,Swarm,1.71972222222222,40.1997222222222,Early,2021-01-04,100.0,Kenya,NE Wajir,Tue Feb  1 16:04:44 2022,0.1180000007152557,24.517499923706055
5001,Swarm,0.596944444444445,36.8866666666667,Middle,2021-01-19,10.0,Kenya,Isiolo countyoldonyi,Tue Feb  1 16:04:44 2022,0.2739999890327453,16.37700080871582
5002,Swarm,1.67972222222222,37.7258333333333,Early,2021-01-31,100.0,Kenya,Marsabit County,Tue Feb  1 16:04:44 2022,0.0240000002086162,24.746000289916992
5008,Swarm,2.61277777777778,36.2236111111111,Middle,2020-06-11,8.0,Kenya,"Kangirisae, Kangiris",Tue Feb  1 16:04:44 2022,0.0109999999403953,26.16349983215332
5009,Band,3.18555555555556,36.9013888888889,Middle,2020-06-12,52.0,Kenya,elborumagado,Tue Feb  1 16:04:44 2022,0.0,28.513500213623047
5014,Swarm,1.62416666666667,37.7908333333333,Early,2021-01-31,100.0,Kenya,Marsabit County,Tue Feb  1 16:04:44 2022,0.0240000002086162,24.89550018310547
5016,Swarm,2.9375,37.3388888888889,Middle,2021-01-19,250.0,Kenya,Marsabit County,Tue Feb  1 16:04:44 2022,0.0070000002160668,28.022998809814453
5017,Swarm,-0.961111111111111,37.6816666666667,Middle,2021-02-13,172.0,Kenya,Machakos County,Tue Feb  1 16:04:44 2022,0.3479999899864197,19.506500244140625
5018,Swarm,-0.384166666666667,37.6861111111111,Middle,2021-02-15,2.0,Kenya,tharaka nithi muchat,Tue Feb  1 16:04:44 2022,0.4110000133514404,19.576000213623047
5019,Swarm,0.0238888888888889,35.7377777777778,Late,2021-02-26,50.0,Kenya,Baringo County Sogon,Tue Feb  1 16:04:44 2022,0.3330000042915344,12.209500312805176
5020,Band,3.14916666666667,36.9175,Middle,2020-06-18,12.0,Kenya,"Marsabit County, elb",Tue Feb  1 16:04:44 2022,0.0,27.628999710083008
5022,Band,2.34138888888889,37.4711111111111,Early,2020-06-07,15.0,Kenya,marsabit county karg,Tue Feb  1 16:04:44 2022,0.0179999992251396,27.09749984741211
5024,Band,2.37694444400006,35.65305555600003,Late,2020-05-28,350.0,Kenya,nayanaereng,Tue Feb  1 16:04:44 2022,0.0109999999403953,27.76099967956543
5026,Swarm,2.3997222220000367,36.86027777800007,Early,2020-04-09,5.0,Kenya,Samburu,Tue Feb  1 16:04:44 2022,0.0219999998807907,24.970001220703125
5027,Swarm,-0.5499999999999545,37.31666666700005,Late,2020-02-29,100.0,Kenya,Nyeri,Tue Feb  1 16:04:44 2022,0.3499999940395355,18.577001571655273
5029,Band,2.29888888888889,35.8102777777778,Middle,2020-06-17,300.0,Kenya,"kaimengur, kochodin",Tue Feb  1 16:04:44 2022,0.2870000004768371,22.785999298095703
5030,Band,2.57583333333333,36.2363888888889,Early,2020-06-07,0.5,Kenya,"Kangirisae, Kangiris",Tue Feb  1 16:04:44 2022,0.003000000026077,28.474998474121094
5031,Band,3.17861111111111,36.945,Middle,2020-06-12,8.0,Kenya,Marsabit County -El,Tue Feb  1 16:04:44 2022,0.0,28.648500442504883
5032,Band,3.32027777777778,37.0697222222222,Middle,2020-06-12,2.0,Kenya,Marsabit County Nort,Tue Feb  1 16:04:44 2022,0.0,28.874000549316406
5034,Swarm,-0.861666666666667,37.7005555555556,Middle,2021-02-13,16.0,Kenya,Machakos County masi,Tue Feb  1 16:04:44 2022,0.3300000131130218,20.62099838256836
5037,Band,2.62583333333333,35.2408333333333,Late,2020-06-24,3.5,Kenya,locher esekon loima,Tue Feb  1 16:04:44 2022,0.2220000028610229,21.890499114990234
5039,Band,3.1025,35.6158333333333,Early,2020-06-06,500.0,Kenya,Kanamkemer ministry,Tue Feb  1 16:04:44 2022,0.0469999983906745,27.586999893188477
5044,Swarm,1.03,36.4302777777778,Middle,2020-09-12,100.0,Kenya,pokot,Tue Feb  1 16:04:44 2022,0.2720000147819519,18.706501007080078
5045,Swarm,2.26638888888889,35.7541666666667,Late,2020-06-21,15.0,Kenya,kaloucholem,Tue Feb  1 16:04:44 2022,0.2989999949932098,22.239500045776367
5054,Band,2.88611111111111,35.2608333333333,Early,2020-06-08,50.0,Kenya,lorugum,Tue Feb  1 16:04:44 2022,0.3459999859333038,22.937000274658203
5055,Swarm,2.25361111111111,35.7347222222222,Middle,2020-06-13,2.0,Kenya,kaloucholem,Tue Feb  1 16:04:44 2022,0.096000000834465,21.701000213623047
5056,Swarm,0.543055555555556,35.7322222222222,Late,2021-02-23,80.0,Kenya,Baringo countyPael,Tue Feb  1 16:04:44 2022,0.2680000066757202,12.991499900817871
5058,Band,3.09277777777778,36.8575,Late,2020-06-21,19.0,Kenya,"Marsabit county, cha",Tue Feb  1 16:04:44 2022,0.0049999998882412,26.072999954223633
5060,Band,3.12694444444444,37.4266666666667,Early,2020-06-05,0.5,Kenya,manyatta lala salama,Tue Feb  1 16:04:44 2022,0.0109999999403953,28.500999450683594
5067,Swarm,-1.833333332999928,36.78333333300003,Early,2020-02-09,100.0,Kenya,Kajiado Sprayed,Tue Feb  1 16:04:44 2022,0.3429999947547912,15.034500122070312
5068,Band,2.5475,36.2263888888889,Early,2020-06-02,0.13,Kenya,"kalapata, nakalei Su",Tue Feb  1 16:04:44 2022,0.0099999997764825,29.32499885559082
5069,Band,3.18638888888889,36.9338888888889,Early,2020-06-09,7.0,Kenya,Marsabit County -El,Tue Feb  1 16:04:44 2022,0.0170000009238719,26.0935001373291
5070,Band,2.75611111111111,34.88,Middle,2020-06-18,5.0,Kenya,"Turkana County,Lokir",Tue Feb  1 16:04:44 2022,0.3429999947547912,21.21150016784668
5071,Band,3.53472222222222,35.8611111111111,Late,2020-06-23,1.0,Kenya,kalokol,Tue Feb  1 16:04:44 2022,0.3330000042915344,24.945499420166016
5074,Band,2.01,36.1147222222222,Middle,2020-06-14,6.0,Kenya,Elelea,Tue Feb  1 16:04:44 2022,0.4169999957084656,22.074499130249023
5075,Band,3.21305555555556,36.9708333333333,Early,2020-06-04,1.5,Kenya,"Diid Siribi, Marsabi",Tue Feb  1 16:04:44 2022,0.0049999998882412,27.482999801635742
5076,Swarm,0.634722222222222,36.9847222222222,Middle,2021-01-15,360.0,Kenya,Isiolo County oldony,Tue Feb  1 16:04:44 2022,0.1589999943971634,18.65850067138672
5077,Swarm,-1.48805555555556,37.3941666666667,Early,2021-02-07,100.0,Kenya,Kithaigani machakos,Tue Feb  1 16:04:44 2022,0.1889999955892563,18.560501098632812
5078,Swarm,0.317222222222222,36.3766666666667,Late,2021-02-24,10.0,Kenya,Laikipia County kara,Tue Feb  1 16:04:44 2022,0.4390000104904175,11.95199966430664
5081,Band,3.22444444444444,35.4830555555556,Middle,2020-06-10,0.5,Kenya,"Loima,Turkwel,Lopeis",Tue Feb  1 16:04:44 2022,0.2939999997615814,24.12550163269043
5082,Band,3.321388889000048,37.06805555600005,Early,2020-04-07,20.0,Kenya,Marsabit,Tue Feb  1 16:04:44 2022,0.0140000004321336,28.447500228881836
5084,Band,2.890000000000043,35.25944444400005,Late,2020-05-21,50.0,Kenya,"Loima,Turkwel,Lolupe",Tue Feb  1 16:04:44 2022,0.0280000008642673,27.532499313354492
5085,Swarm,-0.0333333329999732,36.73333333300008,Early,2020-04-01,100.0,Kenya,Ngobit ward,Tue Feb  1 16:04:44 2022,0.4009999930858612,12.333999633789062
5086,Swarm,2.145277778000036,35.803611111000066,Middle,2020-05-12,170.0,Kenya,ngilimo aikemer,Tue Feb  1 16:04:44 2022,0.061999998986721,23.94649887084961
5087,Swarm,2.2286111110000206,36.75055555600005,Middle,2020-05-19,1000.0,Kenya,"Najarani, samburu",Tue Feb  1 16:04:44 2022,0.2140000015497207,20.72599983215332
5088,Swarm,1.04916666666667,37.1386111111111,Middle,2020-08-19,30.0,Kenya,Rigrig,Tue Feb  1 16:04:44 2022,0.231000006198883,18.317501068115234
5089,Band,2.79861111111111,35.2380555555556,Middle,2020-06-16,0.05,Kenya,Turkana County Sasak,Tue Feb  1 16:04:44 2022,0.328000009059906,22.371000289916992
5093,Band,3.09722222222222,35.6119444444444,Middle,2020-06-13,10.0,Kenya,"Turkana, turkana cen",Tue Feb  1 16:04:44 2022,0.090999998152256,23.895999908447266
5094,Swarm,2.56277777777778,37.0936111111111,Middle,2020-06-13,10.0,Kenya,Oltorot,Tue Feb  1 16:04:44 2022,0.0020000000949949,25.802499771118164
5095,Swarm,2.19027777777778,35.7380555555556,Late,2020-06-27,100.0,Kenya,"naaselem, kochodin W",Tue Feb  1 16:04:44 2022,0.2119999974966049,22.538999557495117
5096,Swarm,1.69277777777778,40.0847222222222,Early,2021-01-05,100.0,Kenya,unkown,Tue Feb  1 16:04:44 2022,0.1430000066757202,25.019500732421875
5097,Swarm,0.431111111111111,36.6602777777778,Middle,2021-02-15,100.0,Kenya,Olmaisor,Tue Feb  1 16:04:44 2022,0.2259999960660934,15.740999221801758
5098,Swarm,2.7725,36.7180555555556,Early,2021-02-01,30.0,Kenya,Marsabit county Loiy,Tue Feb  1 16:04:44 2022,0.0049999998882412,29.34950065612793
5099,Band,2.29055555555556,35.7119444444444,Early,2020-06-03,5000.0,Kenya,"Nganomata, Turkana s",Tue Feb  1 16:04:44 2022,0.0260000005364418,26.564001083374023
5102,Swarm,-0.396111111111111,37.2011111111111,Early,2021-03-07,100.0,Kenya,mt kenya forest,Tue Feb  1 16:04:44 2022,0.3140000104904175,14.137999534606934
5103,Swarm,-0.367777777777778,36.5488888888889,Late,2021-03-30,100.0,Kenya,Wanjohi Nyandarua Co,Tue Feb  1 16:04:44 2022,0.4120000004768371,12.219500541687012
5104,Swarm,-0.1333333329999391,37.60000000000008,Middle,2020-02-17,100.0,Kenya,Muchogomo,Tue Feb  1 16:04:44 2022,0.3770000040531158,15.098499298095703
5105,Band,3.31722222222222,37.0636111111111,Early,2020-06-07,6.0,Kenya,El isako malla,Tue Feb  1 16:04:44 2022,0.0,30.17999839782715
5106,Band,2.86694444444444,35.2372222222222,Late,2020-06-20,0.9,Kenya,"loima subcounty,turk",Tue Feb  1 16:04:44 2022,0.2399999946355819,22.965499877929688
5112,Swarm,2.35444444444444,38.0005555555556,Middle,2021-01-17,100.0,Kenya,Marsabit CountyJIRIM,Tue Feb  1 16:04:44 2022,0.270000010728836,20.963998794555664
5113,Swarm,2.76305555555556,36.715,Early,2021-02-08,1.0,Kenya,Direta villagemarsab,Tue Feb  1 16:04:44 2022,0.0099999997764825,30.86250114440918
5114,Swarm,1.40388888888889,40.1647222222222,Early,2021-02-01,100.0,Kenya,Wajir County,Tue Feb  1 16:04:44 2022,0.1299999952316284,25.16750144958496
5116,Band,2.85055555555556,35.2527777777778,Middle,2020-06-17,800.0,Kenya,turkana county loima,Tue Feb  1 16:04:44 2022,0.4050000011920929,22.32200050354004
5117,Band,2.06111111111111,37.9033333333333,Middle,2020-06-14,1.0,Kenya,Marsabit County,Tue Feb  1 16:04:44 2022,0.1410000026226043,24.02750015258789
5118,Band,2.28,35.7775,Late,2020-06-22,30.0,Kenya,napemin :turkana eas,Tue Feb  1 16:04:44 2022,0.4390000104904175,21.95400047302246
5122,Band,2.8261111110000456,35.09138888900003,Late,2020-05-25,120.0,Kenya,turkana county loima,Tue Feb  1 16:04:44 2022,0.0160000007599592,26.052499771118164
5123,Swarm,2.491666667000061,36.83194444400005,Middle,2020-04-14,200.0,Kenya,Marsabit,Tue Feb  1 16:04:44 2022,0.0260000005364418,25.15399932861328
5124,Swarm,-1.133333332999939,37.61666666700006,Middle,2020-02-18,100.0,Kenya,Kivandini kya Ngengi,Tue Feb  1 16:04:44 2022,0.3240000009536743,18.892499923706055
5125,Swarm,-0.7333333329999618,37.86666666700006,Early,2020-02-09,100.0,Kenya,Karura village,Tue Feb  1 16:04:44 2022,0.4390000104904175,18.09000015258789
5131,Band,2.23166666666667,35.7319444444444,Middle,2020-06-18,10.0,Kenya,"Turkana County, Kalo",Tue Feb  1 16:04:44 2022,0.1940000057220459,22.360000610351562
5135,Swarm,-1.56277777777778,37.7902777777778,Middle,2021-02-14,25.0,Kenya,Kitui County,Tue Feb  1 16:04:44 2022,0.2080000042915344,19.113000869750977
5136,Band,2.24444444444444,35.7366666666667,Middle,2020-06-17,50.0,Kenya,"kanaiki, kochodin Wa",Tue Feb  1 16:04:44 2022,0.2460000067949295,22.427000045776367
5139,Swarm,2.73944444444444,36.7211111111111,Middle,2020-06-15,30.0,Kenya,"Marsabit County, San",Tue Feb  1 16:04:44 2022,0.0839999988675117,24.41900062561035
5140,Swarm,0.8716666670000563,37.03083333300003,Late,2020-04-24,150.0,Kenya,Samburu,Tue Feb  1 16:04:44 2022,0.4110000133514404,18.785499572753906
5141,Band,3.18888888888889,36.9352777777778,Early,2020-06-05,15.0,Kenya,Marsabit County -El,Tue Feb  1 16:04:44 2022,0.0020000000949949,28.806499481201172
5142,Band,2.24444444444444,35.7366666666667,Middle,2020-06-17,200.0,Kenya,"kanaiki, kochodin Wa",Tue Feb  1 16:04:44 2022,0.2460000067949295,22.427000045776367
5143,Swarm,4.0075,41.0455555555556,Early,2021-11-01,2000.0,Kenya,Mandera County Rhamu,Tue Feb  1 16:04:44 2022,0.1080000028014183,24.697999954223633
5145,Band,2.80472222222222,35.0744444444444,Middle,2020-06-19,0.2,Kenya,"Turkana county,Locho",Tue Feb  1 16:04:44 2022,0.3600000143051147,22.51650047302246
5147,Swarm,0.231666666666667,37.3761111111111,Middle,2021-02-11,100.0,Kenya,inside lewa conserva,Tue Feb  1 16:04:44 2022,0.3910000026226043,16.042499542236328
